"HHINCOME","FAMSIZE","NCHILD","YNGCH","SEX","AGE","MARST","RACE","RACED","SPEAKENG","RACWHT","EDUC","EDUCD","EMPSTAT","EMPSTATD","CLASSWKR","CLASSWKRD","OCC","WKSWORK1","UHRSWORK","WORKEDYR","INCWAGE","OCCSCORE","VETDISAB","PWSTATE2","PWCOUNTY"
100000,2,0,99,2,25,1,1,100,3,2,10,101,1,10,2,27,3255,52,36,3,50000,21,0,39,0
115000,2,0,99,2,34,1,1,100,3,2,6,63,1,10,2,22,4810,52,40,3,54000,36,0,39,0
117000,4,2,4,1,32,1,1,100,3,2,8,81,1,10,2,22,7420,52,40,3,62000,30,0,39,49
117000,4,2,4,2,31,1,1,100,3,2,11,114,1,10,2,28,2360,52,40,3,55000,20,0,39,49
142000,3,1,6,1,30,6,1,100,3,2,6,63,1,10,2,22,7210,52,60,3,110000,27,0,39,103
142000,3,1,6,2,30,6,1,100,3,2,7,71,1,10,2,23,2016,52,35,3,32000,27,0,39,0
175000,2,0,99,2,32,1,6,610,4,1,11,115,1,10,2,22,3090,38,60,3,97000,80,0,39,113
60000,1,0,99,2,35,6,1,100,3,2,6,64,1,10,1,13,4510,45,30,3,0,19,0,39,17
59700,5,3,1,2,34,4,1,100,3,2,5,50,1,10,1,13,5510,52,50,3,0,15,0,39,0
59700,5,3,1,1,34,3,1,100,3,2,6,63,1,10,1,13,4252,25,8,3,0,17,0,39,0
35000,1,0,99,2,33,6,1,100,3,2,6,63,1,10,2,22,4810,52,40,3,35000,36,0,39,35
48000,3,1,1,1,25,6,1,100,3,2,6,61,1,10,2,22,8225,52,60,3,48000,23,0,39,0
22200,4,1,2,1,31,1,6,665,6,1,4,40,1,10,2,22,8030,52,40,3,13000,32,0,39,153
12500,1,0,99,1,29,6,1,100,3,2,6,63,1,10,2,23,4760,52,20,3,9000,24,0,39,0
45900,3,1,0,2,31,1,1,100,3,2,7,71,1,10,2,22,4720,42,40,3,36900,18,0,39,153
45900,3,1,0,1,35,1,1,100,3,2,7,71,1,10,2,22,8810,30,15,3,3000,26,0,39,35
473000,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,23,2640,11,40,3,428000,38,0,39,49
20000,1,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,4720,52,40,3,20000,18,0,39,0
587000,3,0,99,1,26,6,1,100,3,2,6,65,1,10,2,22,4110,52,30,3,18000,11,0,39,35
90000,1,0,99,1,26,6,1,100,3,2,7,71,1,10,2,22,9620,52,40,3,25000,20,0,39,17
90000,1,0,99,1,25,6,1,100,3,2,10,101,1,10,2,23,2634,52,40,3,33000,38,0,39,57
90000,1,0,99,1,25,6,1,100,3,2,6,65,1,10,2,22,1970,52,40,3,32000,30,0,39,113
240000,4,2,7,2,35,1,1,100,4,2,11,114,1,10,2,22,3258,52,40,3,140000,21,0,39,49
150000,2,0,99,2,31,1,1,100,3,2,10,101,1,10,2,22,1006,52,40,3,110000,33,0,39,61
150000,2,0,99,1,31,1,1,100,3,2,10,101,1,10,1,13,6260,50,40,3,0,20,0,39,61
24000,1,0,99,2,27,3,4,400,5,1,11,114,1,10,2,23,2205,2,20,3,24000,41,0,39,35
6800,1,0,99,2,35,4,6,620,3,1,10,101,1,10,2,23,5240,12,38,3,5000,25,0,39,35
70000,1,0,99,1,28,6,1,100,3,2,11,114,1,10,2,22,710,52,45,3,70000,45,0,39,35
31700,1,0,99,1,26,6,1,100,3,2,6,65,1,10,2,22,7750,52,40,3,30000,23,0,39,0
97020,3,2,2,1,33,4,1,100,3,2,10,101,1,10,2,22,1360,32,45,3,34000,46,1,39,61
97020,1,0,99,2,28,6,1,100,3,2,11,114,1,10,2,22,540,52,40,3,55000,36,0,39,61
60000,1,0,99,2,28,6,1,100,3,2,10,101,1,10,2,22,120,52,45,3,60000,42,0,39,0
103000,2,0,99,1,30,1,1,100,3,2,10,101,1,10,2,22,7700,52,40,3,47000,38,0,39,0
103000,2,0,99,2,28,1,1,100,3,2,10,101,1,10,2,27,1760,52,40,3,56000,41,0,39,49
90000,5,3,6,2,29,1,1,100,3,2,6,63,1,10,2,22,5400,52,40,3,25000,25,0,39,0
90000,5,3,6,1,32,1,1,100,3,2,8,81,1,10,2,22,7210,52,40,3,65000,27,0,39,61
77900,2,0,99,2,25,1,1,100,3,2,7,71,1,10,2,22,3500,52,40,3,45000,11,0,39,3
26800,3,0,99,1,32,6,2,200,3,1,6,63,1,10,2,23,9620,52,10,3,5700,20,0,39,35
78000,5,3,6,2,34,6,1,100,3,2,10,101,1,10,2,25,800,52,40,3,48000,38,0,39,0
56100,4,2,3,1,35,1,1,100,3,2,7,71,1,10,2,22,9130,52,53,3,46500,25,0,39,0
84000,3,1,3,2,33,1,1,100,3,2,10,101,1,10,2,27,2014,52,40,3,48000,27,0,39,0
145000,4,0,99,2,34,6,1,100,3,2,10,101,1,10,2,22,2014,52,40,3,50000,27,0,39,49
145000,4,0,99,1,33,6,1,100,3,2,10,101,1,10,2,22,8740,52,40,3,50000,23,0,39,0
145000,4,0,99,1,32,6,1,100,3,2,7,71,1,10,2,22,8740,52,40,3,45000,23,1,39,0
13700,1,0,99,1,32,6,2,200,3,1,6,63,1,10,2,22,4020,52,20,3,13700,16,0,39,61
23000,1,0,99,2,25,6,1,100,3,2,7,71,1,10,2,22,4720,52,35,3,23000,18,0,39,35
100000,2,0,99,2,29,1,1,100,3,2,11,114,1,10,2,22,3150,52,40,3,60000,26,0,39,0
100000,2,0,99,1,30,1,1,100,3,2,8,81,1,10,2,22,7420,52,40,3,40000,30,0,39,0
131000,3,1,5,2,34,1,1,100,3,2,10,101,1,10,2,23,1825,40,40,3,92000,39,0,39,0
15000,2,1,5,2,31,6,2,200,3,1,7,71,1,10,2,23,4120,52,24,3,15000,11,0,39,35
100000,2,0,99,1,25,1,1,100,3,2,6,63,1,10,2,22,20,52,40,3,40000,42,0,39,49
134000,4,2,0,1,34,1,2,200,3,1,10,101,1,10,2,22,1006,52,40,3,66000,33,0,39,49
134000,4,2,0,2,32,1,1,100,3,2,10,101,1,10,2,27,3323,52,40,3,68000,25,0,39,49
76900,5,0,99,2,29,6,1,100,3,2,6,63,1,10,2,22,3645,52,40,3,21000,16,0,39,113
30000,1,0,99,1,29,6,1,100,3,2,6,63,1,10,2,22,4240,52,48,3,30000,23,0,39,41
55800,5,3,5,1,30,1,7,700,5,1,6,63,1,10,2,22,8990,52,50,3,34800,23,0,39,113
55800,5,3,5,2,34,1,7,700,5,1,6,61,1,10,2,22,4720,3,32,3,760,18,0,39,57
152000,4,2,2,2,35,1,1,100,3,2,11,116,1,10,2,23,1821,52,35,3,90000,39,0,39,35
68000,5,3,5,1,35,1,1,100,3,2,6,63,1,10,2,22,7700,52,55,3,68000,38,0,39,0
165000,4,2,12,2,35,1,1,100,3,2,6,63,1,10,2,22,1920,52,40,3,92000,30,0,39,35
328000,2,0,99,1,27,6,1,100,3,2,6,63,1,10,1,13,440,52,40,3,0,42,0,39,133
45000,4,2,3,2,30,4,1,100,3,2,8,81,1,10,2,22,8250,52,20,3,25000,36,0,39,0
36000,1,0,99,2,26,6,1,100,3,2,10,101,1,10,2,22,3550,52,55,3,36000,25,0,39,35
13500,1,0,99,2,27,6,1,100,3,2,11,114,1,10,2,22,2205,12,20,3,13500,41,0,39,133
18000,2,1,1,1,31,6,1,100,3,2,6,63,1,10,1,13,4760,52,46,3,0,24,0,39,113
21500,1,0,99,1,29,6,7,700,4,1,10,101,1,10,2,22,9142,52,18,3,9500,22,0,39,49
292000,7,0,99,2,27,6,1,100,4,2,2,26,1,10,2,23,2545,52,55,3,18000,33,0,39,0
292000,7,0,99,2,26,6,1,100,4,2,2,26,1,10,2,23,2545,52,55,3,18000,33,0,39,169
72000,3,1,1,2,27,1,1,100,3,2,10,101,1,10,2,28,2310,52,40,3,32000,27,0,39,49
72000,3,1,1,1,27,1,1,100,3,2,6,63,1,10,2,22,7010,48,40,3,40000,28,0,39,0
178000,3,0,99,1,26,6,1,100,3,2,7,71,1,10,2,22,9600,52,40,3,41000,23,0,39,0
57000,5,3,1,1,31,1,1,100,3,2,6,65,1,10,2,22,7420,52,40,3,29000,30,0,39,0
57000,5,3,1,2,29,1,1,100,3,2,6,65,1,10,2,22,8930,52,45,3,28000,23,0,39,0
1019000,3,0,99,1,31,6,6,610,3,1,11,115,1,10,2,22,4760,52,40,3,75000,24,0,39,35
37000,1,0,99,2,29,6,1,100,3,2,7,71,1,10,2,22,5120,52,40,3,37000,22,0,39,35
70900,1,0,99,1,30,6,2,200,3,1,6,61,1,10,2,22,4020,3,35,3,15500,16,0,39,57
99000,3,1,8,1,32,6,1,100,3,2,10,101,1,10,2,22,6305,52,60,3,79000,31,0,39,0
48500,1,0,99,2,35,6,2,200,3,1,8,81,1,10,2,23,3402,52,42,3,48500,25,0,39,35
87000,5,3,2,1,33,1,1,100,3,2,10,101,1,10,2,22,5000,52,40,3,50000,42,0,39,49
20200,1,0,99,1,28,6,6,610,3,1,11,114,1,10,2,27,2545,52,40,3,20000,33,0,39,49
77000,2,0,99,1,28,1,1,100,3,2,10,101,1,10,2,28,2320,52,40,3,48000,27,0,39,49
77000,2,0,99,2,27,1,1,100,3,2,10,101,1,10,2,28,2310,52,35,3,29000,27,0,39,49
63000,1,0,99,1,28,6,1,100,3,2,10,101,1,10,2,22,940,52,48,3,63000,42,0,39,35
74300,5,3,10,1,33,6,1,100,3,2,10,101,1,10,2,23,2001,52,40,3,32100,33,0,39,0
133600,1,0,99,2,34,4,1,100,3,2,10,101,1,10,2,22,520,52,39,3,29000,42,0,39,35
133600,1,0,99,1,35,4,1,100,3,2,8,81,1,14,2,25,9825,52,35,3,71000,11,3,39,35
200000,2,0,99,2,35,1,1,100,3,2,10,101,1,10,2,22,120,52,40,3,150000,42,0,39,0
200000,2,0,99,1,34,1,1,100,3,2,10,101,1,10,2,22,120,52,40,3,50000,42,0,39,49
60000,2,0,99,1,32,6,1,100,3,2,6,63,1,10,2,22,5610,52,40,3,35000,26,0,39,0
155000,1,0,99,2,32,6,1,100,3,2,10,101,1,10,2,22,3255,52,40,3,155000,21,0,39,17
84000,3,1,0,1,35,6,1,100,3,2,6,63,1,10,2,22,4850,52,45,3,60000,24,0,39,23
100000,2,0,99,1,33,6,1,100,3,2,10,101,1,10,2,28,2310,52,35,3,45000,27,0,39,29
100000,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,23,3255,52,40,3,55000,21,0,39,29
92000,3,1,15,1,32,6,1,100,3,2,10,101,1,10,2,22,6355,52,50,3,60000,34,0,39,0
92000,3,1,15,2,34,4,1,100,3,2,8,81,1,10,2,22,3500,52,40,3,32000,11,0,39,0
26000,2,1,4,2,27,6,2,200,3,1,8,81,1,10,2,22,5240,52,40,3,26000,25,0,39,49
80000,1,0,99,2,34,6,1,100,3,2,10,101,1,10,2,28,3870,52,60,3,80000,32,0,39,61
60000,3,1,6,2,26,1,1,100,3,2,6,63,1,10,2,23,910,52,40,3,20000,42,0,39,0
32000,2,0,99,2,34,6,1,100,3,2,8,81,1,10,2,22,5610,52,40,3,32000,26,0,39,45
160700,3,0,99,2,31,6,1,100,3,2,11,114,1,10,2,23,2205,52,20,3,21500,41,0,39,153
160000,2,0,99,2,31,6,1,100,3,2,11,114,1,10,2,22,140,52,40,3,75000,42,0,39,153
85200,3,0,99,1,35,6,1,100,3,2,10,101,1,10,2,22,1410,52,40,3,42000,46,0,39,35
98900,1,0,99,1,34,6,1,100,3,2,10,101,1,10,2,22,1031,52,40,3,98000,33,0,39,0
127500,4,0,99,1,26,6,1,100,3,2,6,63,1,10,2,22,7315,52,40,3,35000,30,0,39,3
75000,2,0,99,1,34,1,1,100,3,2,10,101,1,10,2,22,1430,52,55,3,50000,45,0,39,0
67200,4,2,8,2,30,6,1,100,3,2,7,71,1,10,2,22,6200,52,43,3,28400,42,0,39,3
168020,2,0,99,2,31,1,6,610,4,1,8,81,1,10,2,22,4230,50,40,3,20900,14,0,39,61
168020,2,0,99,1,31,1,6,610,4,1,10,101,1,10,2,22,110,52,40,3,147000,42,0,39,61
69000,2,0,99,2,26,6,1,100,3,2,10,101,1,10,2,28,2300,52,44,3,41000,27,0,39,113
69000,2,0,99,1,27,6,1,100,3,2,7,71,1,10,1,13,4210,52,40,3,0,38,0,39,113
34200,5,3,0,1,25,1,1,100,4,2,2,26,1,10,2,22,8650,52,38,3,34200,23,0,39,0
134000,3,1,7,1,28,4,1,100,3,2,7,71,1,10,2,22,4220,52,62,3,73000,19,0,39,153
10000,3,2,0,2,32,6,2,200,3,1,6,63,1,10,2,22,3640,52,32,3,10000,16,0,39,49
106210,3,1,0,2,29,1,1,100,3,2,10,101,1,10,2,25,600,52,50,3,60000,42,1,39,57
106210,3,1,0,1,30,1,1,100,3,2,7,71,1,10,2,22,3324,52,36,3,45000,25,0,39,57
111210,4,2,0,2,32,1,1,100,3,2,10,101,1,10,2,25,2016,52,40,3,65000,27,1,39,57
111210,4,2,0,1,30,1,1,100,3,2,10,101,1,14,2,25,9830,52,40,3,45000,11,1,39,57
216000,4,0,99,1,35,2,1,100,3,2,11,115,1,10,2,22,3030,52,40,3,12000,20,0,39,35
216000,4,0,99,1,26,6,1,100,3,2,6,65,1,10,2,25,5550,52,40,3,47000,34,0,39,35
58000,2,0,99,1,28,1,6,669,4,1,11,115,1,10,2,23,3090,52,70,3,58000,80,0,39,35
71000,1,0,99,1,32,6,1,100,3,2,10,101,1,10,2,22,1530,52,52,3,71000,49,0,39,0
77000,1,0,99,1,29,6,1,100,3,2,10,101,1,10,1,14,630,52,40,3,77000,43,0,39,165
93100,4,3,1,1,27,6,1,100,3,2,6,64,1,10,2,22,6230,52,40,3,70000,24,0,39,17
93100,1,0,99,2,27,6,1,100,3,2,7,71,1,10,2,22,3500,52,40,3,23100,11,0,39,17
61000,1,0,99,1,27,6,1,100,3,2,7,71,1,10,2,22,3401,52,40,3,32000,25,0,39,35
182000,3,0,99,1,27,6,1,100,3,2,8,81,1,10,2,22,9645,52,15,3,12000,25,0,39,103
78500,4,2,8,2,32,1,1,100,3,2,7,71,1,10,2,22,1430,52,52,3,41500,45,0,39,0
200000,3,1,2,1,33,1,1,100,3,2,11,115,1,10,2,22,2100,52,60,3,130000,62,0,39,61
200000,3,1,2,2,32,1,1,100,3,2,10,101,1,10,2,23,3255,52,24,3,40000,21,0,39,61
44300,5,3,7,1,35,1,1,100,3,2,6,63,1,10,2,22,4750,52,40,3,36000,24,0,39,153
17400,5,3,12,2,34,1,1,100,3,2,6,63,1,10,2,22,9005,52,40,3,17000,42,0,39,0
37000,2,1,5,2,34,6,2,200,3,1,7,71,1,10,2,23,5350,52,40,3,37000,25,0,39,35
130800,6,0,99,2,25,6,1,100,3,2,6,63,1,10,2,22,5110,52,40,3,20800,25,0,39,35
130800,6,1,0,1,25,2,1,100,3,2,6,63,1,10,2,22,9620,52,40,3,75000,20,0,39,0
57000,2,0,99,1,29,1,1,100,3,2,6,65,1,10,2,22,9645,52,40,3,31000,25,0,39,49
57000,2,0,99,2,27,1,1,100,3,2,8,81,1,10,2,22,9620,52,40,3,26000,20,0,39,49
130700,3,1,5,2,33,1,1,100,3,2,11,114,1,10,2,28,2310,52,45,3,57000,27,0,39,0
130700,3,1,5,1,34,1,1,100,3,2,10,101,1,10,2,22,1021,52,40,3,73000,33,0,39,0
46000,6,4,2,2,27,4,1,100,3,2,6,64,1,10,2,22,8990,38,40,3,16000,23,0,39,109
49700,3,0,99,1,28,6,1,100,3,2,6,64,1,10,2,22,8225,52,40,3,25000,23,0,39,0
112400,3,0,99,1,30,6,1,100,3,2,6,63,1,10,2,22,9620,52,40,3,28000,20,0,39,35
47500,1,0,99,2,30,6,1,100,3,2,11,114,1,10,2,28,1822,52,40,3,47500,39,0,39,35
188300,8,3,2,2,34,1,1,100,3,2,8,81,1,10,2,22,3255,52,40,3,74000,21,0,39,49
188300,8,0,99,1,29,6,1,100,3,2,6,63,1,10,2,22,650,52,40,3,40000,43,0,39,49
140000,2,0,99,1,31,1,1,100,3,2,10,101,1,10,1,13,540,52,60,3,25000,36,0,39,49
140000,2,0,99,2,26,1,1,100,3,2,10,101,1,10,1,13,540,52,45,3,0,36,0,39,49
50000,1,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,4840,52,50,3,50000,24,0,39,61
41200,3,1,15,2,35,1,1,100,3,2,6,63,1,10,2,22,4510,52,34,3,28000,19,0,39,0
20000,3,2,7,2,26,6,2,200,3,1,6,64,1,10,2,22,3603,52,43,3,20000,16,0,39,49
132700,4,2,6,2,35,1,1,100,3,2,10,101,1,10,1,13,2910,8,6,3,0,27,0,39,103
98000,2,0,99,2,33,1,1,100,3,2,10,101,1,10,2,22,3255,52,40,3,50000,21,0,39,0
98000,2,0,99,1,31,1,1,100,3,2,8,81,1,10,2,22,6230,52,40,3,48000,24,0,39,153
54500,2,0,99,2,29,6,2,200,3,1,10,101,1,10,2,23,2360,52,40,3,35100,20,0,39,113
54500,2,0,99,1,29,6,2,200,3,1,7,71,1,10,2,22,440,52,40,3,19400,42,0,39,113
140000,3,1,0,2,32,1,1,100,3,2,11,114,1,10,2,23,2310,21,35,3,20000,27,0,39,61
140000,3,1,0,1,32,1,1,100,3,2,10,101,1,10,2,22,1360,52,40,3,120000,46,0,39,61
82400,4,2,7,1,35,6,1,100,3,2,6,63,1,10,2,22,6305,52,40,3,65000,31,0,39,0
174200,3,1,2,2,34,1,1,100,3,2,10,101,1,10,2,22,4760,52,40,3,65000,24,0,39,0
60300,2,0,99,2,28,1,1,100,3,2,10,101,1,10,2,23,2545,52,37,3,15000,33,0,39,0
60300,2,0,99,1,29,1,1,100,3,2,10,101,1,10,2,23,6010,52,40,3,45000,37,0,39,49
35000,1,0,99,1,25,6,1,100,3,2,10,101,1,10,2,28,2014,52,40,3,35000,27,1,39,0
100000,5,3,7,2,33,1,1,100,3,2,6,63,1,10,2,22,5740,52,30,3,25000,22,0,39,0
15000,1,0,99,1,26,4,1,100,3,2,6,65,1,10,2,22,4030,52,35,3,15000,16,0,39,139
38700,1,0,99,2,33,6,1,100,3,2,10,101,1,10,2,23,5710,52,37,3,38700,22,0,39,49
88500,7,3,1,1,28,6,1,100,3,2,6,64,1,10,2,22,4760,52,45,3,20000,24,0,39,61
88500,7,0,99,2,29,2,1,100,3,2,0,2,1,10,2,23,9720,52,5,3,1100,20,0,39,61
48000,1,0,99,1,33,6,1,100,3,2,10,101,1,10,2,25,1720,52,40,3,48000,40,1,39,57
6000,3,2,3,2,28,6,2,200,3,1,6,63,1,10,2,22,4720,52,25,3,6000,18,0,39,113
66300,3,0,99,1,29,6,1,100,3,2,6,63,1,10,2,22,4700,52,30,3,15900,42,0,39,113
35000,3,1,1,1,33,1,1,100,3,2,6,64,1,10,2,22,7750,52,40,3,35000,23,0,39,0
68000,1,0,99,1,35,6,1,100,3,2,11,114,1,10,2,22,440,52,40,3,68000,42,0,39,0
117000,4,2,4,2,33,1,1,100,3,2,11,114,1,10,2,28,2310,52,45,3,55000,27,0,39,0
117000,4,2,4,1,33,1,1,100,3,2,10,101,1,10,2,27,3255,52,36,3,62000,21,0,39,49
20000,1,0,99,2,31,6,1,100,3,2,6,63,1,10,2,22,3602,52,40,3,20000,16,0,39,7
49000,1,0,99,1,31,6,1,100,3,2,10,101,1,10,2,22,2360,52,10,3,24000,20,0,39,153
49000,1,0,99,1,32,6,2,200,3,1,7,71,1,10,2,22,8990,52,8,3,20000,23,0,39,35
127020,2,0,99,2,35,1,1,100,3,2,10,101,1,10,2,22,5150,52,45,3,37000,25,0,39,35
60000,3,1,8,2,34,1,1,100,3,2,11,114,1,10,2,22,2360,52,40,3,40000,20,0,39,93
85000,1,0,99,2,32,6,2,200,3,1,11,116,1,10,2,25,2100,52,40,3,85000,62,0,39,35
74000,2,0,99,2,26,6,1,100,3,2,7,71,1,10,2,22,5522,52,40,3,34000,31,0,39,0
74000,2,0,99,1,26,6,1,100,3,2,6,63,1,10,2,28,7210,52,40,3,40000,27,0,39,0
185000,2,0,99,2,35,1,1,100,3,2,10,101,1,10,2,22,1050,52,40,3,57000,33,0,39,61
50000,3,1,1,1,25,6,1,100,3,2,6,63,1,10,2,22,7315,52,40,3,30000,30,0,39,49
50000,3,1,1,2,29,6,1,100,3,2,6,63,1,10,2,22,4040,52,25,3,20000,25,0,39,89
100000,1,0,99,2,28,6,1,100,3,2,10,101,1,10,2,22,4760,52,55,3,100000,24,0,39,17
25000,1,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,4252,52,40,3,25000,17,0,39,35
22500,4,2,6,1,32,1,1,100,3,2,6,63,1,10,2,28,7340,52,40,3,20000,30,1,39,0
75500,6,4,0,2,32,1,1,100,3,2,10,101,1,10,2,22,3255,38,8,3,11500,21,0,39,3
75500,6,4,0,1,34,1,1,100,3,2,10,101,1,10,2,22,1460,52,55,3,64000,46,0,39,0
109800,5,2,2,2,30,6,1,100,3,2,8,81,1,10,2,23,3255,52,55,3,65000,21,0,39,0
149000,4,1,6,1,31,6,1,100,3,2,11,114,1,10,2,22,2910,52,40,3,40000,27,0,39,49
23000,5,3,0,1,28,1,1,100,3,2,10,101,1,10,2,22,8990,52,40,3,23000,23,0,39,23
58000,5,3,4,2,33,1,1,100,3,2,7,71,1,10,1,13,5740,52,25,3,0,22,0,39,0
58000,5,3,4,1,34,1,1,100,3,2,7,71,1,10,1,13,4210,52,40,3,0,38,0,39,0
87000,5,3,2,1,32,1,1,100,3,2,7,71,1,10,2,22,7420,52,40,3,65000,30,0,39,0
87000,5,3,2,2,27,1,1,100,3,2,6,65,1,10,2,22,5160,52,38,3,22000,26,0,39,0
130000,3,0,99,1,35,6,1,100,3,2,10,101,1,10,2,22,5240,52,40,3,32000,25,0,39,0
50000,1,0,99,2,27,6,8,801,3,2,7,71,1,10,2,22,9130,52,40,3,30000,25,0,39,61
50000,1,0,99,2,26,6,1,100,3,2,10,101,1,10,2,22,4760,45,15,3,20000,24,0,39,61
99000,2,0,99,2,31,1,2,200,3,1,11,114,1,10,2,22,3255,52,36,3,64000,21,0,39,35
99000,2,0,99,1,31,1,2,200,3,1,10,101,1,10,2,22,350,52,40,3,35000,21,0,39,35
258400,2,0,99,1,34,6,1,100,3,2,10,101,1,10,2,22,4850,52,50,3,150000,24,1,39,49
258400,2,0,99,2,30,6,1,100,3,2,7,71,1,10,2,22,4850,52,50,3,100000,24,0,39,49
89000,2,1,10,1,33,6,1,100,3,2,6,63,1,10,2,22,7410,52,40,3,60000,33,0,39,49
16860,1,0,99,1,32,6,2,200,3,1,6,63,1,10,2,22,3603,52,33,3,16800,16,0,39,35
41800,3,1,2,1,30,6,1,100,3,2,6,63,1,10,2,22,5000,52,40,3,35500,42,1,39,89
41800,3,1,2,2,25,6,1,100,3,2,7,71,1,10,2,22,4030,52,15,3,6300,16,0,39,0
104000,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,2360,52,40,3,43000,20,0,39,35
57200,2,0,99,2,32,1,1,100,3,2,6,65,1,10,2,23,3655,52,21,3,18100,16,0,39,0
21200,2,0,99,2,31,1,2,200,3,1,6,63,1,10,2,22,4720,2,40,3,14000,18,0,39,113
48000,4,2,1,1,35,1,1,100,4,2,11,114,1,10,2,23,420,52,42,3,48000,42,0,39,49
122000,2,0,99,1,30,6,1,100,3,2,10,101,1,10,2,22,1750,52,48,3,57000,41,0,39,61
122000,2,0,99,2,27,6,1,100,3,2,10,101,1,10,2,22,5740,52,55,3,65000,22,0,39,0
90000,4,2,5,2,32,1,1,100,3,2,10,101,1,10,1,14,440,52,40,3,45000,42,0,39,153
90000,4,2,5,1,33,1,1,100,3,2,6,63,1,10,1,14,6410,52,55,3,45000,23,0,39,153
106600,2,0,99,1,29,6,1,100,3,2,10,101,1,10,2,22,1555,52,40,3,33600,33,0,39,41
106600,2,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,2910,52,40,3,40000,27,0,39,49
106600,1,0,99,1,28,6,1,100,3,2,10,101,1,10,2,22,8990,52,40,3,33000,23,0,39,49
62300,2,0,99,2,31,6,1,100,3,2,10,101,1,10,2,23,5740,29,38,3,17300,22,0,39,113
100300,6,2,13,2,34,4,1,100,3,2,6,63,1,10,2,22,5240,52,40,3,20800,25,0,39,0
100300,1,0,99,1,30,3,1,100,3,2,6,64,1,10,2,23,9620,52,40,3,40000,20,0,39,0
45000,2,0,99,2,26,6,1,100,3,2,6,65,1,10,2,22,4110,52,30,3,10000,11,0,39,0
45000,2,0,99,1,28,6,1,100,3,2,8,81,1,10,2,22,4710,52,40,3,35000,42,0,39,0
40000,1,0,99,1,31,6,1,100,3,2,7,71,1,10,2,22,440,52,40,3,40000,42,0,39,93
122000,4,2,7,1,33,1,8,823,3,2,7,71,1,10,2,22,9645,52,8,3,68000,25,0,39,35
122000,4,2,7,2,31,1,1,100,3,2,7,71,1,10,2,22,4510,52,38,3,45000,19,0,39,35
45000,1,0,99,1,25,6,1,100,3,2,7,71,1,10,1,14,4920,52,40,3,45000,35,0,39,0
75500,3,1,0,1,27,1,1,100,3,2,10,101,1,10,2,22,5740,45,40,3,50000,22,3,39,35
60000,1,0,99,2,27,6,2,200,3,1,6,64,1,10,2,22,9620,52,40,3,60000,20,0,39,49
55000,1,0,99,2,27,6,1,100,3,2,10,101,1,10,2,22,440,52,40,3,55000,42,0,39,61
40000,3,1,0,2,25,1,1,100,3,2,8,81,1,10,2,22,410,52,28,3,20000,20,0,39,109
40000,3,1,0,1,27,1,1,100,3,2,6,63,1,10,2,22,9620,52,42,3,20000,20,0,39,113
52000,1,0,99,2,27,6,8,801,3,2,11,114,1,10,2,28,2011,52,40,3,52000,27,0,39,49
19300,4,2,10,2,31,6,2,200,3,1,6,63,1,10,2,22,9005,52,40,3,13000,42,0,39,0
90000,2,0,99,2,25,1,1,100,3,2,8,81,1,10,2,22,2016,52,40,3,40000,27,0,39,0
12500,2,1,11,2,34,4,1,100,3,2,7,71,1,10,2,22,5740,52,24,3,10000,22,0,39,61
78000,2,0,99,1,30,6,1,100,3,2,4,40,1,10,2,22,4700,52,40,3,78000,42,0,39,0
90000,1,0,99,1,31,6,1,100,3,2,8,81,1,10,2,22,9620,52,37,3,90000,20,0,39,35
115000,4,0,99,2,27,6,1,100,3,2,10,101,1,10,2,22,3255,52,36,3,45000,21,0,39,113
95000,2,0,99,1,25,1,1,100,3,2,7,71,1,10,2,22,8040,52,40,3,55000,28,0,39,0
400,1,0,99,2,32,6,1,100,3,2,6,65,1,10,1,13,4230,40,30,3,0,14,0,39,35
68000,1,0,99,1,28,6,1,100,3,2,10,101,1,10,2,22,1530,52,40,3,68000,49,0,39,89
108800,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,3255,52,40,3,36700,21,0,39,61
68340,3,1,2,1,32,1,1,100,3,2,7,71,1,10,2,22,1021,52,40,3,68000,33,0,39,61
65500,4,2,0,2,28,1,1,100,3,2,7,71,1,10,2,22,4720,23,25,3,5500,18,0,39,113
65500,4,2,0,1,31,1,1,100,3,2,6,63,1,10,2,22,9130,52,50,3,60000,25,0,39,113
18700,2,1,1,2,25,6,2,200,3,1,6,63,1,10,2,22,8800,52,45,3,18700,23,0,39,0
60000,3,2,4,2,31,4,2,200,4,1,10,101,1,10,2,22,3255,48,36,3,60000,21,0,39,113
45000,4,2,4,1,27,1,1,100,3,2,7,71,1,10,2,22,6240,52,40,3,40000,20,0,39,0
79300,9,0,99,1,29,6,1,100,3,2,6,61,1,10,2,22,9620,52,40,3,25000,20,0,39,0
130900,1,0,99,1,26,6,1,100,3,2,11,114,1,10,2,22,1006,52,40,3,60000,33,0,39,61
130900,1,0,99,1,28,6,1,100,3,2,11,114,1,10,2,22,2205,50,50,3,25000,41,0,39,61
