"HHINCOME","FAMSIZE","NCHILD","YNGCH","SEX","AGE","MARST","RACE","RACED","SPEAKENG","RACWHT","EDUC","EDUCD","EMPSTAT","EMPSTATD","CLASSWKR","CLASSWKRD","OCC","WKSWORK1","UHRSWORK","WORKEDYR","INCWAGE","OCCSCORE","VETDISAB","PWSTATE2","PWCOUNTY"
98300,2,0,99,1,33,1,1,100,4,2,10,101,1,10,2,22,1460,52,40,3,85000,46,0,39,0
153000,2,0,99,1,28,1,1,100,3,2,10,101,1,10,2,22,1430,52,50,3,95000,45,0,39,61
23000,2,1,2,2,34,6,1,100,3,2,6,65,1,10,2,22,4700,52,38,3,23000,42,0,39,169
108500,3,2,2,2,34,3,1,100,3,2,11,115,1,10,2,23,3050,52,32,3,102000,40,0,39,61
88000,5,3,5,1,35,6,1,100,3,2,7,71,1,10,2,22,3401,52,48,3,40000,25,0,39,49
88000,5,3,5,2,31,3,1,100,3,2,7,71,1,10,2,22,1050,52,40,3,48000,33,0,39,49
175000,3,1,3,1,34,1,1,100,3,2,11,115,1,10,2,22,2100,52,50,3,140000,62,0,39,49
175000,3,1,3,2,34,1,1,100,3,2,10,101,1,10,2,22,3255,52,24,3,35000,21,0,39,49
79210,4,2,2,1,31,1,1,100,3,2,10,101,1,10,2,25,1530,52,40,3,79000,49,0,39,57
55000,1,0,99,2,30,6,1,100,3,2,11,115,1,10,2,23,3160,52,40,3,55000,26,0,39,49
110000,3,1,1,2,28,1,1,100,3,2,10,101,1,10,2,22,52,52,40,3,45000,42,0,39,93
149000,3,1,1,2,35,1,1,100,3,2,11,114,1,10,2,28,2330,52,40,3,60000,20,0,39,113
149000,3,1,1,1,30,1,1,100,3,2,11,114,1,10,2,25,1220,52,40,3,89000,33,0,39,57
32700,6,1,7,2,32,6,1,100,3,2,6,65,1,10,1,13,4600,40,20,3,0,13,0,39,3
32700,6,1,7,1,34,6,1,100,3,2,6,63,1,10,2,22,4030,52,40,3,25600,16,0,39,3
45000,2,0,99,2,29,6,1,100,3,2,7,71,1,10,2,23,2014,52,40,3,25000,27,0,39,0
45000,2,0,99,1,35,6,1,100,3,2,6,63,1,10,2,22,7330,52,40,3,20000,30,0,39,0
40000,4,2,2,2,33,1,1,100,3,2,10,101,1,10,2,28,2320,52,15,3,8000,27,0,39,0
40000,4,2,2,1,34,1,1,100,3,2,10,101,1,10,2,23,4622,52,40,3,32000,20,0,39,61
120570,2,0,99,2,29,1,1,100,3,2,11,115,1,10,2,22,2100,52,45,3,75000,62,0,39,49
120570,2,0,99,1,29,1,1,100,3,2,10,101,1,10,2,23,2320,52,45,3,45000,27,1,39,49
73000,2,0,99,2,28,1,1,100,3,2,11,114,1,10,2,28,3230,52,35,3,48000,26,0,39,0
73000,2,0,99,1,28,1,1,100,3,2,10,101,1,10,2,28,5250,34,40,3,25000,25,0,39,0
37000,4,2,2,1,35,1,2,200,3,1,6,65,1,10,2,22,8225,52,40,3,37000,23,0,39,35
88200,7,5,4,1,34,1,1,100,3,2,7,71,1,10,2,22,6305,52,40,3,40000,31,0,39,0
142500,4,2,2,2,35,1,1,100,3,2,10,101,1,10,2,22,3310,52,30,3,60000,25,0,39,0
173000,5,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,2170,52,45,3,45000,25,0,39,0
56000,1,0,99,2,30,6,1,100,3,2,11,114,1,10,2,27,2006,52,40,3,45000,33,0,39,49
77000,2,0,99,1,27,1,1,100,3,2,10,101,1,10,2,22,5840,52,40,3,42000,36,0,39,61
77000,2,0,99,2,28,1,1,100,3,2,10,101,1,10,2,22,5240,52,40,3,35000,25,0,39,61
45000,2,0,99,2,35,1,1,100,3,2,7,71,1,10,2,23,3500,25,25,3,15000,11,0,39,113
66000,3,1,11,2,33,1,1,100,3,2,6,63,1,10,2,22,4965,52,40,3,51000,24,0,39,49
120000,6,4,2,1,29,6,1,100,3,2,6,63,1,10,2,22,7750,52,50,3,60000,23,0,39,0
120000,6,4,2,2,29,6,1,100,3,2,8,81,1,10,2,22,3255,52,36,3,60000,21,0,39,0
54000,1,0,99,2,27,6,1,100,3,2,8,81,1,10,2,22,3255,52,40,3,54000,21,0,39,35
133900,4,0,99,2,32,2,1,100,3,2,6,64,1,10,2,22,4720,16,40,3,13000,18,0,39,0
118000,2,0,99,1,29,6,1,100,3,2,10,101,1,10,2,22,20,52,40,3,75000,42,0,39,35
118000,2,0,99,2,28,6,1,100,3,2,11,114,1,10,2,28,3230,52,90,3,43000,26,0,39,35
31020,7,0,99,1,26,6,1,100,3,2,6,63,1,10,2,22,3603,52,28,3,4200,16,0,39,0
25000,4,2,2,1,29,1,1,100,3,2,6,63,1,10,2,22,6230,52,45,3,25000,24,0,39,49
49300,3,0,99,1,31,6,1,100,3,2,6,63,1,10,2,22,8990,44,40,3,24000,23,0,39,17
97000,5,3,6,1,35,1,1,100,3,2,6,63,1,10,2,25,6220,52,60,3,96000,29,1,39,0
57300,2,0,99,1,25,6,1,100,3,2,6,65,1,10,2,28,3802,52,40,3,21900,30,1,39,57
60500,3,1,12,2,35,4,1,100,3,2,7,71,1,10,1,13,4230,30,32,3,0,14,0,39,0
60500,3,1,12,1,34,6,1,100,3,2,6,65,1,10,2,22,8990,52,50,3,40000,23,0,39,45
94000,2,0,99,2,26,1,1,100,3,2,6,63,1,10,2,22,520,52,24,3,15000,42,0,39,93
97400,2,0,99,2,34,1,1,100,3,2,10,101,1,10,2,22,1021,40,40,3,21400,33,0,39,113
81050,3,0,99,1,29,6,1,100,3,2,8,81,1,10,2,22,7810,52,40,3,30000,29,0,39,153
45000,1,0,99,1,29,6,1,100,3,2,10,101,1,10,2,22,800,52,40,3,45000,38,0,39,35
158000,4,2,1,2,33,1,1,100,3,2,11,114,1,10,2,23,5360,52,40,3,70000,25,0,39,0
158000,4,2,1,1,32,1,1,100,3,2,11,114,1,10,2,22,800,52,45,3,88000,38,0,39,0
66500,4,0,99,1,26,6,1,100,1,2,2,25,1,10,2,22,6515,52,25,3,25000,23,0,39,49
108000,5,3,1,2,30,1,1,100,3,2,11,114,1,10,2,28,2002,52,40,3,53000,33,0,39,0
108000,5,3,1,1,29,1,1,100,3,2,11,114,1,10,2,22,910,52,40,3,55000,42,0,39,109
62700,4,1,12,1,31,4,1,100,3,2,6,63,1,10,2,22,4000,52,40,3,27000,16,1,39,0
56000,1,0,99,2,28,6,1,100,3,2,11,115,1,10,2,23,3090,52,60,3,56000,80,0,39,61
27400,3,0,99,2,29,6,1,100,3,2,6,64,1,10,1,13,4220,52,20,3,0,19,0,39,49
161000,3,0,99,1,29,6,1,100,3,2,6,63,1,10,2,23,6950,52,60,3,84000,24,0,39,0
161000,3,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,6850,52,50,3,39000,24,0,39,0
125000,2,0,99,1,30,6,1,100,3,2,8,81,1,10,2,22,4700,52,45,3,65000,42,0,39,35
125000,2,0,99,1,26,6,1,100,3,2,7,71,1,10,2,28,3870,52,45,3,60000,32,0,39,93
50600,3,2,7,2,32,6,2,200,3,1,6,63,1,10,2,28,3802,52,40,3,50000,30,0,39,3
93310,2,0,99,1,29,1,1,100,3,2,10,101,1,10,2,22,1050,52,40,3,52000,33,4,39,35
93310,2,0,99,2,28,1,1,100,3,2,6,63,1,10,2,22,2360,52,40,3,35400,20,0,39,153
32000,9,7,1,1,30,1,1,100,3,2,4,40,1,10,2,22,4252,52,70,3,18000,17,0,39,23
100000,3,1,0,1,29,1,6,610,4,1,11,114,1,10,2,22,1240,52,40,3,100000,39,0,39,57
68800,2,0,99,1,28,6,2,200,3,1,7,71,1,10,2,22,4700,52,25,3,28800,42,0,39,49
68800,2,0,99,2,26,6,2,200,3,1,6,65,1,10,2,22,3500,52,36,3,40000,11,0,39,49
45000,1,0,99,1,34,6,1,100,3,2,10,101,1,10,2,22,5610,52,50,3,45000,26,0,39,153
45900,2,0,99,1,33,6,2,200,3,1,7,71,1,10,2,22,4655,52,36,3,5400,17,0,39,35
92000,4,1,1,2,28,1,1,100,3,2,7,71,1,10,2,28,5521,36,40,3,30000,31,0,39,0
92000,4,1,1,1,28,1,1,100,3,2,6,63,1,10,2,22,4251,52,40,3,23000,17,0,39,0
173000,2,0,99,2,30,1,6,669,4,1,11,115,1,10,2,23,3090,52,70,3,55000,80,0,39,35
90,1,0,99,1,35,6,1,100,3,2,10,101,1,10,2,29,440,3,25,3,90,42,0,39,165
168000,4,2,0,2,34,1,1,100,3,2,8,81,1,10,1,13,4600,35,45,3,0,13,0,39,61
123000,2,0,99,1,30,6,1,100,3,2,10,101,1,10,2,22,1430,52,40,3,78000,45,0,39,0
123000,2,0,99,2,30,6,1,100,3,2,10,101,1,10,2,22,2640,52,40,3,45000,38,0,39,0
124000,2,0,99,1,26,6,1,100,3,2,6,63,1,10,2,22,6260,52,50,3,74000,20,0,39,153
124000,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,3255,52,36,3,50000,21,0,39,0
166700,3,0,99,2,25,6,1,100,3,2,8,81,1,10,2,22,4030,20,6,3,1300,16,0,39,0
71000,4,2,3,2,29,1,1,100,3,2,6,65,1,10,2,22,3640,52,36,3,30000,16,0,39,23
71000,4,2,3,1,29,1,1,100,3,2,6,65,1,10,2,22,1050,52,40,3,41000,33,0,39,23
128000,1,0,99,1,29,6,1,100,3,2,6,65,1,10,2,22,7640,52,40,3,128000,30,0,39,89
30200,1,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,8990,52,40,3,30200,23,0,39,0
86500,2,0,99,1,25,1,1,100,3,2,6,65,1,10,2,22,4700,52,45,3,37700,42,0,39,0
86500,2,0,99,2,26,1,1,100,3,2,6,63,1,10,2,22,7700,52,40,3,47800,38,0,39,7
57000,1,0,99,1,34,6,1,100,3,2,11,115,1,10,2,22,1021,52,40,3,57000,33,0,39,35
263500,2,0,99,1,32,6,1,100,3,2,11,115,1,10,2,22,3090,52,50,3,229000,80,0,39,153
78000,3,1,6,2,26,1,1,100,3,2,8,81,1,10,2,23,3500,52,40,3,25000,11,0,39,0
30000,1,0,99,1,27,6,4,410,4,1,8,81,1,10,2,22,1050,52,25,3,10000,33,0,39,49
168000,2,0,99,1,31,6,1,100,3,2,10,101,1,10,2,22,110,52,40,3,150000,42,0,39,0
168000,2,0,99,1,25,4,1,100,3,2,8,81,1,10,2,22,3620,52,40,3,18000,16,0,39,0
60000,4,2,0,1,30,6,2,200,3,1,6,63,1,10,2,22,4000,52,40,3,30000,16,0,39,0
60000,4,2,0,2,25,6,2,200,3,1,7,71,1,10,2,22,4700,52,40,3,30000,42,0,39,35
52280,4,2,0,1,27,1,1,100,3,2,10,101,1,10,2,23,2545,20,42,3,10000,33,0,39,35
52280,4,2,0,2,26,1,1,100,3,2,6,63,1,10,2,22,5120,52,30,3,40000,22,0,39,35
68500,1,0,99,2,31,6,2,200,3,1,10,101,1,10,2,22,4700,52,55,3,61000,42,0,39,153
82400,7,5,0,2,30,6,1,100,3,2,7,71,1,10,2,22,1920,52,40,3,45000,30,0,39,35
82400,7,5,0,1,31,4,6,600,3,1,7,71,1,10,2,22,6410,52,50,3,35000,23,0,39,35
64000,5,3,4,1,35,1,1,100,3,2,8,81,1,14,2,25,150,52,40,3,64000,42,1,39,57
154000,2,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,4920,52,60,3,99000,35,0,39,49
154000,2,0,99,2,27,6,1,100,3,2,11,115,1,10,2,27,3090,52,99,3,55000,80,0,39,49
122000,2,0,99,2,26,1,4,410,3,1,10,101,1,10,2,22,1545,52,40,3,42000,34,0,39,61
122000,2,0,99,1,27,1,1,100,3,2,10,101,1,10,2,22,1460,52,40,3,80000,46,0,39,165
169000,3,1,11,2,33,4,1,100,3,2,10,101,1,10,2,22,630,52,40,3,125000,43,0,39,49
169000,3,1,11,2,28,6,2,200,3,1,10,101,1,10,2,22,630,52,40,3,44000,43,0,39,49
34000,1,0,99,1,29,6,1,100,3,2,7,71,1,10,2,22,6355,52,48,3,34000,34,0,39,0
104600,6,4,1,2,34,1,1,100,3,2,11,114,1,10,2,22,2310,52,40,3,37600,27,0,39,57
104600,6,4,1,1,34,1,1,100,3,2,8,81,1,10,2,22,6355,52,40,3,67000,34,0,39,57
24500,3,1,4,1,30,6,1,100,3,2,6,63,1,10,2,22,8140,52,50,3,23000,31,0,39,169
34600,1,0,99,2,28,6,1,100,3,2,10,101,1,10,2,22,2634,52,40,3,34600,38,0,39,61
35000,2,0,99,2,33,4,1,100,3,2,8,81,1,10,2,22,4040,52,40,3,15000,25,0,39,113
35000,2,0,99,1,32,6,1,100,3,2,6,63,1,10,2,22,7200,52,40,3,20000,27,0,39,165
65000,1,0,99,2,32,6,6,674,3,1,11,116,1,10,2,28,350,52,40,3,65000,21,0,39,35
47000,2,0,99,2,26,6,1,100,3,2,7,71,1,10,2,22,4700,52,40,3,23000,42,0,39,35
47000,2,0,99,1,26,6,1,100,3,2,6,65,1,10,2,22,4850,52,40,3,24000,24,0,39,153
85430,2,0,99,1,32,6,1,100,3,2,6,63,1,10,2,22,4720,2,24,3,430,18,0,39,153
64000,4,2,3,1,31,1,1,100,3,2,8,81,1,10,2,22,8030,50,50,3,58000,32,0,39,0
107000,5,3,4,1,34,1,1,100,3,2,6,63,1,10,2,28,3870,52,60,3,50000,32,0,39,35
22020,1,0,99,2,32,6,1,100,3,2,6,65,1,10,1,13,9640,52,40,3,0,23,0,39,17
108900,2,0,99,1,31,6,2,200,3,1,10,101,1,10,2,22,120,52,40,3,23500,42,0,39,49
91000,4,2,8,2,35,1,1,100,3,2,7,71,1,10,2,22,3545,52,28,3,26000,25,0,39,0
20000,1,0,99,1,26,6,1,100,3,2,7,71,1,10,2,22,4040,52,40,3,20000,25,0,39,0
57800,4,2,5,2,35,1,1,100,3,2,10,101,1,10,2,27,650,52,40,3,55000,43,0,39,49
194030,3,0,99,2,25,6,1,100,3,2,10,101,1,10,1,13,2632,25,30,3,0,38,0,39,49
10000,1,0,99,1,27,5,1,100,3,2,6,63,1,10,1,13,410,52,45,3,0,20,0,39,35
18200,3,2,6,2,29,6,2,200,3,1,6,63,1,10,2,22,4055,20,25,3,15400,11,0,39,61
92600,4,2,3,2,33,1,1,100,3,2,6,63,1,10,2,23,4600,52,99,3,9600,13,0,39,133
43840,5,3,6,2,33,1,7,700,5,1,6,63,1,10,2,22,9620,52,40,3,5200,20,0,39,49
30000,4,2,1,1,28,1,1,100,3,2,5,50,1,10,2,22,20,52,50,3,30000,42,0,39,113
89000,3,1,1,2,27,1,1,100,3,2,6,63,1,10,2,22,5400,52,33,3,34000,25,0,39,41
89000,3,1,1,1,26,1,1,100,3,2,10,101,1,10,2,23,860,52,45,3,55000,36,0,39,49
34600,2,0,99,2,35,1,1,100,5,2,10,101,1,10,2,22,3640,52,12,3,6500,16,0,39,0
69600,2,0,99,1,27,1,1,100,3,2,6,63,1,10,2,22,7750,52,43,3,42000,23,0,39,0
69600,2,0,99,2,26,1,1,100,3,2,6,63,1,10,2,22,5740,52,40,3,27600,22,0,39,3
35000,5,3,9,1,34,1,1,100,3,2,6,65,1,10,2,22,8940,52,40,3,20000,23,1,39,0
35000,5,3,9,2,33,1,1,100,3,2,6,65,1,10,2,23,2300,52,36,3,15000,27,0,39,0
77500,2,0,99,1,31,6,1,100,3,2,6,63,1,10,2,22,220,52,40,3,24300,42,1,39,49
63000,3,1,3,1,25,1,1,100,3,2,6,65,1,10,2,22,1006,52,47,3,59000,33,0,39,0
110000,4,2,12,2,35,1,1,100,3,2,6,63,1,10,2,22,5610,52,42,3,40000,26,0,39,49
66400,5,3,0,1,30,1,1,100,3,2,10,101,1,10,2,22,1410,52,50,3,65000,46,0,39,49
135000,5,3,3,2,32,1,1,100,3,2,10,101,1,10,2,23,3255,52,40,3,75000,21,0,39,103
246500,3,1,0,1,33,1,1,100,3,2,10,101,1,10,2,22,5740,52,50,3,150000,22,0,39,0
246500,3,1,0,2,32,1,1,100,3,2,11,114,1,10,2,22,51,52,50,3,90000,42,0,39,0
84200,4,0,99,1,27,6,1,100,3,2,10,101,1,10,1,14,6515,8,40,3,7000,23,0,39,0
84400,6,4,1,1,34,1,1,100,3,2,6,63,1,10,2,22,7750,52,48,3,36400,23,0,39,0
84400,6,4,1,2,30,1,1,100,3,2,8,81,1,10,2,22,3402,52,70,3,48000,25,0,39,113
116010,3,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,4020,52,35,3,15000,16,0,39,0
60700,1,0,99,2,29,6,1,100,3,2,6,63,1,10,2,22,4700,52,30,3,23000,42,0,39,41
7000,3,2,6,2,29,2,1,100,4,2,8,81,1,10,2,22,7750,20,40,3,7000,23,0,39,0
40200,4,1,18,1,32,1,1,100,3,2,6,63,1,10,2,22,9130,52,40,3,21000,25,0,39,3
92500,3,1,0,2,27,1,1,100,3,2,11,114,1,10,2,23,1970,52,40,3,37500,30,0,39,0
92500,3,1,0,1,29,1,1,100,3,2,8,81,1,10,2,22,4210,52,40,3,55000,38,0,39,0
61000,4,2,1,2,30,1,1,100,3,2,6,63,1,10,2,22,4350,52,7,3,5000,23,0,39,0
61000,4,2,1,1,33,1,1,100,3,2,7,71,1,10,2,22,4760,52,40,3,56000,24,1,39,103
90000,3,1,2,2,29,4,1,100,3,2,10,101,1,10,2,28,2300,46,35,3,43000,27,0,39,0
90000,3,1,2,1,35,4,1,100,3,2,6,63,1,10,2,22,440,52,55,3,47000,42,0,39,0
86000,1,0,99,1,27,6,1,100,3,2,10,101,1,10,2,22,800,52,50,3,86000,38,0,39,35
130000,4,2,4,2,33,1,1,100,3,2,10,101,1,10,2,23,5740,52,40,3,30000,22,0,39,3
107500,3,0,99,1,25,6,2,200,3,1,7,71,1,10,2,22,5240,52,40,3,20100,25,0,39,61
5500,1,0,99,1,26,6,1,100,3,2,6,63,1,10,2,22,8740,52,45,3,5500,23,0,39,0
19000,3,2,0,2,28,6,2,200,3,1,6,64,1,10,2,22,4525,52,40,3,19000,19,0,39,113
53000,2,0,99,2,32,4,1,100,3,2,6,65,1,10,2,22,5240,44,30,3,13000,25,0,39,0
53000,2,0,99,1,30,6,8,802,3,2,7,71,1,10,2,22,5000,52,40,3,40000,42,0,39,0
117000,3,1,2,2,29,1,1,100,3,2,10,101,1,10,2,23,2634,52,35,3,42000,38,0,39,61
117000,3,1,2,1,30,1,1,100,3,2,10,101,1,10,2,28,3740,52,51,3,55000,33,0,39,17
225250,6,0,99,1,27,6,1,100,3,2,7,71,1,10,2,22,1050,52,40,3,37400,33,1,39,153
101000,4,2,0,2,29,1,8,813,3,2,10,101,1,10,2,23,3255,37,17,3,22000,21,0,39,89
30000,3,2,11,2,33,6,1,100,3,2,6,63,1,10,2,22,4720,52,40,3,30000,18,0,39,0
92900,4,2,1,2,26,6,1,100,3,2,6,65,1,10,2,22,3640,52,35,3,31900,16,0,39,89
92900,4,2,1,1,26,6,1,100,3,2,6,65,1,10,2,22,7330,52,40,3,49000,30,0,39,89
160000,4,2,2,1,35,1,1,100,3,2,11,115,1,10,2,22,3261,52,40,3,80000,32,0,39,35
58000,1,0,99,1,32,4,1,100,3,2,8,81,1,10,2,22,310,52,40,3,18000,42,0,39,0
120500,4,1,10,2,30,4,1,100,3,2,8,81,1,10,2,22,3602,52,20,3,14400,16,0,39,0
45500,3,0,99,1,35,6,1,100,3,2,6,65,1,10,2,22,4700,52,44,3,36000,42,0,39,61
32000,1,0,99,1,30,4,1,100,3,2,6,63,1,10,2,22,5510,52,40,3,32000,15,0,39,49
63000,1,0,99,2,31,6,1,100,3,2,7,71,1,10,2,22,5740,52,40,3,36000,22,0,39,0
82000,2,0,99,1,27,1,1,100,4,2,2,26,1,10,1,13,440,52,40,3,0,42,0,39,0
15500,5,3,5,2,35,1,1,100,3,2,7,71,1,10,2,23,2722,48,5,3,2800,32,0,39,0
130000,1,0,99,2,35,4,1,100,3,2,10,101,1,10,2,22,1007,52,43,3,130000,33,0,39,35
155000,2,0,99,1,28,6,1,100,3,2,10,101,1,10,2,22,440,52,45,3,100000,42,0,39,35
155000,2,0,99,2,27,6,1,100,3,2,11,114,1,10,2,22,51,52,40,3,55000,42,0,39,153
46000,2,0,99,1,27,1,1,100,3,2,7,71,1,10,2,22,4760,52,40,3,23000,24,0,39,0
46000,2,0,99,2,27,1,1,100,3,2,10,101,1,10,2,22,4760,52,40,3,23000,24,0,39,0
47000,7,6,2,1,34,6,2,200,3,1,6,63,1,10,2,22,8140,52,42,3,47000,31,0,39,0
244000,4,2,2,2,35,1,6,610,4,1,10,101,1,10,2,23,1108,52,40,3,94000,33,0,39,49
103400,4,2,8,1,31,1,1,100,3,2,10,101,1,10,2,22,1760,52,36,3,55000,41,0,39,89
103400,4,2,8,2,33,1,1,100,3,2,7,71,1,10,2,22,3500,52,36,3,40000,11,0,39,49
96600,4,1,6,1,28,4,1,100,3,2,6,63,1,10,2,22,9600,52,40,3,34000,23,0,39,0
96600,4,1,6,2,26,6,1,100,3,2,8,81,1,10,2,22,3645,52,40,3,23000,16,0,39,0
96600,4,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,9620,52,40,3,36000,20,0,39,0
114500,2,0,99,1,29,1,1,100,3,2,10,101,1,10,2,22,1021,52,40,3,76000,33,0,39,35
114500,2,0,99,2,29,1,1,100,3,2,10,101,1,10,2,23,2360,52,40,3,38500,20,0,39,35
103050,3,1,1,2,29,1,1,100,3,2,8,81,1,10,2,23,3255,50,16,3,23000,21,0,39,0
103050,3,1,1,1,32,1,2,200,3,1,11,116,1,10,2,23,350,52,40,3,80000,21,0,39,0
40000,1,0,99,1,27,6,1,100,3,2,7,71,1,10,2,22,9130,52,60,3,40000,25,0,39,133
98500,2,0,99,1,31,1,1,100,3,2,11,114,1,10,2,27,650,52,40,3,50000,43,0,39,61
98500,2,0,99,2,29,1,1,100,3,2,10,101,1,10,2,22,2634,52,40,3,48500,38,0,39,61
120000,1,0,99,1,27,6,1,100,3,2,11,114,1,10,2,27,2545,52,50,3,29000,33,0,39,49
120000,1,0,99,1,25,6,1,100,3,2,10,101,1,10,2,22,1007,52,40,3,91000,33,0,39,49
212600,3,0,99,1,30,6,1,100,3,2,11,116,1,10,2,22,3050,52,40,3,130000,40,0,39,0
96500,2,0,99,1,25,6,1,100,3,2,10,101,1,10,2,22,1021,52,45,3,60000,33,0,39,153
135000,4,2,4,1,35,1,1,100,3,2,10,101,1,10,2,22,1050,52,40,3,100000,33,0,39,61
70000,4,0,99,2,28,6,1,100,3,2,8,81,1,10,2,22,4030,52,30,3,13000,16,0,39,0
104400,3,0,99,2,28,6,1,100,3,2,8,81,1,10,2,22,4760,40,40,3,25000,24,0,39,113
172320,4,2,3,2,34,1,1,100,3,2,11,114,1,10,2,22,1745,52,35,3,56000,41,0,39,17
34000,2,0,99,1,25,6,1,100,3,2,10,101,1,10,2,28,2310,52,40,3,25000,27,0,39,113
52000,4,2,1,1,30,1,1,100,3,2,7,71,1,10,2,22,7700,52,42,3,52000,38,0,39,133
45800,1,0,99,2,30,6,1,100,3,2,10,101,1,10,2,22,5400,52,45,3,45800,25,0,39,0
201000,4,0,99,1,31,1,1,100,3,2,11,114,1,10,2,23,230,44,50,3,58000,27,0,39,17
46900,3,0,99,1,34,4,1,100,3,2,7,71,1,10,2,22,8990,52,60,3,10000,23,0,39,0
74000,2,0,99,2,26,6,1,100,3,2,10,101,1,10,2,22,1050,52,40,3,38000,33,0,39,113
74000,2,0,99,1,27,6,2,200,3,1,7,71,1,10,2,22,3500,52,36,3,36000,11,0,39,57
52000,6,4,3,1,28,6,1,100,3,2,6,63,1,10,2,22,6442,52,40,3,52000,33,0,39,0
70000,1,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,1050,52,40,3,70000,33,0,39,17
46000,2,0,99,2,31,6,1,100,3,2,6,63,1,10,2,22,9620,52,40,3,22000,20,1,39,0
159600,4,2,2,1,35,1,1,100,4,2,10,101,1,10,2,22,1021,52,50,3,117000,33,0,39,41
90500,4,2,12,1,35,4,1,100,3,2,6,63,1,10,2,22,140,52,50,3,50000,42,0,39,0
90500,4,2,12,2,29,6,1,100,3,2,10,101,1,10,2,22,3300,52,40,3,40000,25,0,39,0
63020,2,0,99,1,26,6,1,100,3,2,6,63,1,10,2,22,6230,10,40,3,5000,24,0,39,103
88000,3,1,9,1,34,1,1,100,3,2,8,81,1,10,2,22,4850,52,50,3,38000,24,0,39,0
88000,3,1,9,2,34,1,1,100,3,2,8,81,1,10,2,22,4840,52,50,3,50000,24,0,39,0
48000,6,4,0,1,29,1,1,100,3,2,6,64,1,10,2,22,6200,52,40,3,48000,42,1,39,0
65500,2,0,99,2,35,6,1,100,3,2,7,71,1,10,2,22,7540,52,25,3,19500,30,0,39,35
55000,1,0,99,1,32,6,1,100,3,2,10,101,1,10,2,22,735,52,40,3,55000,39,0,39,113
26000,1,0,99,1,28,6,1,100,3,2,11,115,1,10,2,23,3090,52,99,3,26000,80,0,39,0
33500,1,0,99,2,25,6,1,100,3,2,10,101,1,10,1,13,2700,32,25,3,0,29,0,39,93
70800,6,4,4,1,34,1,1,100,3,2,6,63,1,10,2,22,8710,52,45,3,51000,23,0,39,0
114000,4,2,4,1,28,1,1,100,3,2,6,63,1,10,2,22,8990,52,60,3,76000,23,0,39,0
114000,4,2,4,2,27,1,1,100,3,2,10,101,1,10,2,22,8990,52,40,3,38000,23,0,39,0
21000,1,0,99,2,30,6,1,100,3,2,10,101,1,10,1,13,440,4,20,3,0,42,0,39,61
120000,1,0,99,1,32,6,1,100,3,2,10,101,1,10,2,22,4850,52,50,3,120000,24,0,39,35
105150,3,1,0,2,33,1,1,100,3,2,10,101,1,10,2,28,2320,52,50,3,40000,27,0,39,0
78000,2,0,99,1,34,1,2,200,4,1,11,115,1,10,2,22,9130,52,60,3,60000,25,0,39,49
78000,2,0,99,2,33,1,2,200,4,1,10,101,1,10,2,22,3603,52,24,3,18000,16,0,39,49
124000,2,0,99,1,27,6,1,100,3,2,6,63,1,10,2,22,9620,52,50,3,60000,20,0,39,35
124000,1,0,99,1,28,6,1,100,3,2,6,63,1,10,2,22,7410,52,45,3,38000,33,0,39,0
162280,3,0,99,1,30,6,1,100,3,2,6,64,1,10,2,22,4220,52,60,3,40000,19,0,39,57
103000,3,0,99,1,29,6,1,100,3,2,10,101,1,10,2,22,4760,8,40,3,6000,24,0,39,35
229000,2,0,99,1,28,6,1,100,4,2,10,101,1,10,2,22,4800,52,40,3,170000,35,0,39,61
229000,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,4920,52,45,3,59000,35,0,39,61
114100,2,0,99,1,26,6,8,801,3,2,10,101,1,10,2,22,440,52,30,3,16000,42,0,39,0
20000,1,0,99,1,30,6,8,801,3,2,6,65,1,10,2,22,4020,50,40,3,20000,16,0,39,113
46500,4,0,99,1,25,6,2,200,3,1,6,65,1,10,2,22,4220,52,40,3,6000,19,0,39,0
147900,3,0,99,2,25,6,2,200,3,1,10,101,1,10,2,28,2310,52,40,3,29700,27,0,39,61
194600,4,0,99,2,29,6,1,100,3,2,8,81,1,10,2,22,5000,52,40,3,24000,42,0,39,0
194600,4,0,99,2,26,6,1,100,3,2,6,63,1,10,2,22,4760,52,30,3,15600,24,0,39,0
232000,4,2,0,2,32,1,1,100,3,2,11,114,1,10,2,22,3230,40,40,3,72000,26,0,39,61
232000,4,2,0,1,30,1,1,100,3,2,11,114,1,10,2,22,4710,52,45,3,160000,42,0,39,61
49900,3,1,7,1,27,1,1,100,3,2,7,71,1,10,2,22,4461,52,40,3,47000,13,0,39,35
120000,1,0,99,1,26,6,1,100,3,2,6,63,1,10,2,22,7220,51,55,3,120000,30,0,39,35
37100,4,2,4,1,34,1,1,100,3,2,6,63,1,10,1,13,205,52,60,3,0,24,0,39,0
